Constructor,Driver,FastestLap,Time,circuitName,grid,laps,number,points,position,positionText,raceName,round,season,status
toro_rosso,alguersuari,"{'rank': '8', 'lap': '28', 'Time': {'time': '1:59.964'}, 'AverageSpeed': {'units': 'kph', 'speed': '189.026'}}","{'millis': '6053052', 'time': '+1:32.656'}",Bahrain International Circuit,18,49,17,0,13,13,Bahrain Grand Prix,1,2010,Finished
williams,hulkenberg,"{'rank': '15', 'lap': '34', 'Time': {'time': '2:01.401'}, 'AverageSpeed': {'units': 'kph', 'speed': '186.789'}}",,Bahrain International Circuit,13,48,10,0,14,14,Bahrain Grand Prix,1,2010,+1 Lap
lotus_racing,kovalainen,"{'rank': '17', 'lap': '47', 'Time': {'time': '2:02.701'}, 'AverageSpeed': {'units': 'kph', 'speed': '184.810'}}",,Bahrain International Circuit,21,47,19,0,15,15,Bahrain Grand Prix,1,2010,+2 Laps
toro_rosso,buemi,"{'rank': '10', 'lap': '41', 'Time': {'time': '2:00.080'}, 'AverageSpeed': {'units': 'kph', 'speed': '188.844'}}",,Bahrain International Circuit,15,46,16,0,16,16,Bahrain Grand Prix,1,2010,Electrical
lotus_racing,trulli,"{'rank': '18', 'lap': '34', 'Time': {'time': '2:02.930'}, 'AverageSpeed': {'units': 'kph', 'speed': '184.465'}}",,Bahrain International Circuit,20,46,18,0,17,17,Bahrain Grand Prix,1,2010,Hydraulics
sauber,rosa,"{'rank': '16', 'lap': '27', 'Time': {'time': '2:01.650'}, 'AverageSpeed': {'units': 'kph', 'speed': '186.406'}}",,Bahrain International Circuit,14,28,22,0,18,R,Bahrain Grand Prix,1,2010,Hydraulics
hrt,bruno_senna,"{'rank': '22', 'lap': '14', 'Time': {'time': '2:09.127'}, 'AverageSpeed': {'units': 'kph', 'speed': '175.613'}}",,Bahrain International Circuit,23,17,21,0,19,R,Bahrain Grand Prix,1,2010,Overheating
virgin,glock,"{'rank': '21', 'lap': '11', 'Time': {'time': '2:07.062'}, 'AverageSpeed': {'units': 'kph', 'speed': '178.467'}}",,Bahrain International Circuit,19,16,24,0,20,R,Bahrain Grand Prix,1,2010,Gearbox
renault,petrov,"{'rank': '19', 'lap': '7', 'Time': {'time': '2:04.307'}, 'AverageSpeed': {'units': 'kph', 'speed': '182.422'}}",,Bahrain International Circuit,17,13,12,0,21,R,Bahrain Grand Prix,1,2010,Suspension
sauber,kobayashi,"{'rank': '20', 'lap': '4', 'Time': {'time': '2:05.044'}, 'AverageSpeed': {'units': 'kph', 'speed': '181.347'}}",,Bahrain International Circuit,16,11,23,0,22,R,Bahrain Grand Prix,1,2010,Hydraulics
virgin,grassi,"{'rank': '23', 'lap': '2', 'Time': {'time': '2:09.361'}, 'AverageSpeed': {'units': 'kph', 'speed': '175.295'}}",,Bahrain International Circuit,22,2,25,0,23,R,Bahrain Grand Prix,1,2010,Hydraulics
hrt,chandhok,,,Bahrain International Circuit,24,1,20,0,24,R,Bahrain Grand Prix,1,2010,Accident
mclaren,button,"{'rank': '6', 'lap': '52', 'Time': {'time': '1:29.291'}, 'AverageSpeed': {'units': 'kph', 'speed': '213.804'}}","{'millis': '5616531', 'time': '1:33:36.531'}",Albert Park Grand Prix Circuit,4,58,1,25,1,1,Australian Grand Prix,2,2010,Finished
renault,kubica,"{'rank': '8', 'lap': '52', 'Time': {'time': '1:29.570'}, 'AverageSpeed': {'units': 'kph', 'speed': '213.138'}}","{'millis': '5628565', 'time': '+12.034'}",Albert Park Grand Prix Circuit,9,58,11,18,2,2,Australian Grand Prix,2,2010,Finished
ferrari,massa,"{'rank': '7', 'lap': '52', 'Time': {'time': '1:29.537'}, 'AverageSpeed': {'units': 'kph', 'speed': '213.216'}}","{'millis': '5631019', 'time': '+14.488'}",Albert Park Grand Prix Circuit,5,58,7,15,3,3,Australian Grand Prix,2,2010,Finished
ferrari,alonso,"{'rank': '10', 'lap': '47', 'Time': {'time': '1:29.707'}, 'AverageSpeed': {'units': 'kph', 'speed': '212.812'}}","{'millis': '5632835', 'time': '+16.304'}",Albert Park Grand Prix Circuit,3,58,8,12,4,4,Australian Grand Prix,2,2010,Finished
mercedes,rosberg,"{'rank': '2', 'lap': '53', 'Time': {'time': '1:28.489'}, 'AverageSpeed': {'units': 'kph', 'speed': '215.742'}}","{'millis': '5633214', 'time': '+16.683'}",Albert Park Grand Prix Circuit,6,58,4,10,5,5,Australian Grand Prix,2,2010,Finished
mclaren,hamilton,"{'rank': '3', 'lap': '47', 'Time': {'time': '1:28.506'}, 'AverageSpeed': {'units': 'kph', 'speed': '215.700'}}","{'millis': '5646429', 'time': '+29.898'}",Albert Park Grand Prix Circuit,11,58,2,8,6,6,Australian Grand Prix,2,2010,Finished
force_india,liuzzi,"{'rank': '9', 'lap': '55', 'Time': {'time': '1:29.685'}, 'AverageSpeed': {'units': 'kph', 'speed': '212.865'}}","{'millis': '5676378', 'time': '+59.847'}",Albert Park Grand Prix Circuit,13,58,15,6,7,7,Australian Grand Prix,2,2010,Finished
williams,barrichello,"{'rank': '5', 'lap': '58', 'Time': {'time': '1:29.210'}, 'AverageSpeed': {'units': 'kph', 'speed': '213.998'}}","{'millis': '5677067', 'time': '+1:00.536'}",Albert Park Grand Prix Circuit,8,58,9,4,8,8,Australian Grand Prix,2,2010,Finished
red_bull,webber,"{'rank': '1', 'lap': '47', 'Time': {'time': '1:28.358'}, 'AverageSpeed': {'units': 'kph', 'speed': '216.061'}}","{'millis': '5683850', 'time': '+1:07.319'}",Albert Park Grand Prix Circuit,2,58,6,2,9,9,Australian Grand Prix,2,2010,Finished
mercedes,michael_schumacher,"{'rank': '4', 'lap': '58', 'Time': {'time': '1:29.185'}, 'AverageSpeed': {'units': 'kph', 'speed': '214.058'}}","{'millis': '5685922', 'time': '+1:09.391'}",Albert Park Grand Prix Circuit,7,58,3,1,10,10,Australian Grand Prix,2,2010,Finished
toro_rosso,alguersuari,"{'rank': '11', 'lap': '49', 'Time': {'time': '1:29.713'}, 'AverageSpeed': {'units': 'kph', 'speed': '212.798'}}","{'millis': '5687832', 'time': '+1:11.301'}",Albert Park Grand Prix Circuit,17,58,17,0,11,11,Australian Grand Prix,2,2010,Finished
sauber,rosa,"{'rank': '12', 'lap': '54', 'Time': {'time': '1:30.587'}, 'AverageSpeed': {'units': 'kph', 'speed': '210.745'}}","{'millis': '5690615', 'time': '+1:14.084'}",Albert Park Grand Prix Circuit,14,58,22,0,12,12,Australian Grand Prix,2,2010,Finished
lotus_racing,kovalainen,"{'rank': '14', 'lap': '52', 'Time': {'time': '1:33.638'}, 'AverageSpeed': {'units': 'kph', 'speed': '203.878'}}",,Albert Park Grand Prix Circuit,19,56,19,0,13,13,Australian Grand Prix,2,2010,+2 Laps
hrt,chandhok,"{'rank': '16', 'lap': '48', 'Time': {'time': '1:35.045'}, 'AverageSpeed': {'units': 'kph', 'speed': '200.860'}}",,Albert Park Grand Prix Circuit,22,53,20,0,14,14,Australian Grand Prix,2,2010,+5 Laps
virgin,glock,"{'rank': '15', 'lap': '37', 'Time': {'time': '1:34.230'}, 'AverageSpeed': {'units': 'kph', 'speed': '202.597'}}",,Albert Park Grand Prix Circuit,23,41,24,0,15,R,Australian Grand Prix,2,2010,Suspension
virgin,grassi,"{'rank': '17', 'lap': '17', 'Time': {'time': '1:36.607'}, 'AverageSpeed': {'units': 'kph', 'speed': '197.613'}}",,Albert Park Grand Prix Circuit,24,26,25,0,16,R,Australian Grand Prix,2,2010,Hydraulics
red_bull,vettel,"{'rank': '13', 'lap': '22', 'Time': {'time': '1:31.556'}, 'AverageSpeed': {'units': 'kph', 'speed': '208.515'}}",,Albert Park Grand Prix Circuit,1,25,5,0,17,R,Australian Grand Prix,2,2010,Wheel
force_india,sutil,"{'rank': '19', 'lap': '6', 'Time': {'time': '1:43.223'}, 'AverageSpeed': {'units': 'kph', 'speed': '184.947'}}",,Albert Park Grand Prix Circuit,10,9,14,0,18,R,Australian Grand Prix,2,2010,Engine
renault,petrov,"{'rank': '18', 'lap': '6', 'Time': {'time': '1:43.132'}, 'AverageSpeed': {'units': 'kph', 'speed': '185.110'}}",,Albert Park Grand Prix Circuit,18,9,12,0,19,R,Australian Grand Prix,2,2010,Spun off
hrt,bruno_senna,"{'rank': '20', 'lap': '4', 'Time': {'time': '2:27.276'}, 'AverageSpeed': {'units': 'kph', 'speed': '129.626'}}",,Albert Park Grand Prix Circuit,21,4,21,0,20,R,Australian Grand Prix,2,2010,Hydraulics
toro_rosso,buemi,,,Albert Park Grand Prix Circuit,12,0,16,0,21,R,Australian Grand Prix,2,2010,Collision
williams,hulkenberg,,,Albert Park Grand Prix Circuit,15,0,10,0,22,R,Australian Grand Prix,2,2010,Collision
sauber,kobayashi,,,Albert Park Grand Prix Circuit,16,0,23,0,23,R,Australian Grand Prix,2,2010,Collision
lotus_racing,trulli,,,Albert Park Grand Prix Circuit,20,0,18,0,24,W,Australian Grand Prix,2,2010,Hydraulics
red_bull,vettel,"{'rank': '6', 'lap': '53', 'Time': {'time': '1:37.813'}, 'AverageSpeed': {'units': 'kph', 'speed': '204.009'}}","{'millis': '5628412', 'time': '1:33:48.412'}",Sepang International Circuit,3,56,5,25,1,1,Malaysian Grand Prix,3,2010,Finished
red_bull,webber,"{'rank': '1', 'lap': '53', 'Time': {'time': '1:37.054'}, 'AverageSpeed': {'units': 'kph', 'speed': '205.605'}}","{'millis': '5633261', 'time': '+4.849'}",Sepang International Circuit,1,56,6,18,2,2,Malaysian Grand Prix,3,2010,Finished
mercedes,rosberg,"{'rank': '8', 'lap': '53', 'Time': {'time': '1:38.129'}, 'AverageSpeed': {'units': 'kph', 'speed': '203.352'}}","{'millis': '5641916', 'time': '+13.504'}",Sepang International Circuit,2,56,4,15,3,3,Malaysian Grand Prix,3,2010,Finished
renault,kubica,"{'rank': '7', 'lap': '55', 'Time': {'time': '1:38.074'}, 'AverageSpeed': {'units': 'kph', 'speed': '203.466'}}","{'millis': '5647001', 'time': '+18.589'}",Sepang International Circuit,6,56,11,12,4,4,Malaysian Grand Prix,3,2010,Finished
force_india,sutil,"{'rank': '9', 'lap': '55', 'Time': {'time': '1:38.160'}, 'AverageSpeed': {'units': 'kph', 'speed': '203.288'}}","{'millis': '5649471', 'time': '+21.059'}",Sepang International Circuit,4,56,14,10,5,5,Malaysian Grand Prix,3,2010,Finished
mclaren,hamilton,"{'rank': '4', 'lap': '32', 'Time': {'time': '1:37.745'}, 'AverageSpeed': {'units': 'kph', 'speed': '204.151'}}","{'millis': '5651883', 'time': '+23.471'}",Sepang International Circuit,20,56,2,8,6,6,Malaysian Grand Prix,3,2010,Finished
ferrari,massa,"{'rank': '5', 'lap': '48', 'Time': {'time': '1:37.784'}, 'AverageSpeed': {'units': 'kph', 'speed': '204.070'}}","{'millis': '5655480', 'time': '+27.068'}",Sepang International Circuit,21,56,7,6,7,7,Malaysian Grand Prix,3,2010,Finished
mclaren,button,"{'rank': '10', 'lap': '49', 'Time': {'time': '1:38.501'}, 'AverageSpeed': {'units': 'kph', 'speed': '202.584'}}","{'millis': '5666330', 'time': '+37.918'}",Sepang International Circuit,17,56,1,4,8,8,Malaysian Grand Prix,3,2010,Finished
toro_rosso,alguersuari,"{'rank': '13', 'lap': '44', 'Time': {'time': '1:39.489'}, 'AverageSpeed': {'units': 'kph', 'speed': '200.572'}}","{'millis': '5699014', 'time': '+1:10.602'}",Sepang International Circuit,14,56,17,2,9,9,Malaysian Grand Prix,3,2010,Finished
williams,hulkenberg,"{'rank': '11', 'lap': '51', 'Time': {'time': '1:39.124'}, 'AverageSpeed': {'units': 'kph', 'speed': '201.311'}}","{'millis': '5701811', 'time': '+1:13.399'}",Sepang International Circuit,5,56,10,1,10,10,Malaysian Grand Prix,3,2010,Finished
toro_rosso,buemi,"{'rank': '3', 'lap': '54', 'Time': {'time': '1:37.610'}, 'AverageSpeed': {'units': 'kph', 'speed': '204.433'}}","{'millis': '5707350', 'time': '+1:18.938'}",Sepang International Circuit,13,56,16,0,11,11,Malaysian Grand Prix,3,2010,Finished
williams,barrichello,"{'rank': '12', 'lap': '46', 'Time': {'time': '1:39.428'}, 'AverageSpeed': {'units': 'kph', 'speed': '200.695'}}",,Sepang International Circuit,7,55,9,0,12,12,Malaysian Grand Prix,3,2010,+1 Lap
ferrari,alonso,"{'rank': '2', 'lap': '41', 'Time': {'time': '1:37.231'}, 'AverageSpeed': {'units': 'kph', 'speed': '205.230'}}",,Sepang International Circuit,19,54,8,0,13,13,Malaysian Grand Prix,3,2010,Engine
virgin,grassi,"{'rank': '18', 'lap': '28', 'Time': {'time': '1:43.224'}, 'AverageSpeed': {'units': 'kph', 'speed': '193.315'}}",,Sepang International Circuit,24,53,25,0,14,14,Malaysian Grand Prix,3,2010,+3 Laps
hrt,chandhok,"{'rank': '21', 'lap': '40', 'Time': {'time': '1:44.790'}, 'AverageSpeed': {'units': 'kph', 'speed': '190.426'}}",,Sepang International Circuit,22,53,20,0,15,15,Malaysian Grand Prix,3,2010,+3 Laps
hrt,bruno_senna,"{'rank': '22', 'lap': '39', 'Time': {'time': '1:45.334'}, 'AverageSpeed': {'units': 'kph', 'speed': '189.443'}}",,Sepang International Circuit,23,52,21,0,16,16,Malaysian Grand Prix,3,2010,+4 Laps
lotus_racing,trulli,"{'rank': '20', 'lap': '31', 'Time': {'time': '1:43.753'}, 'AverageSpeed': {'units': 'kph', 'speed': '192.329'}}",,Sepang International Circuit,18,51,18,0,17,17,Malaysian Grand Prix,3,2010,+5 Laps
lotus_racing,kovalainen,"{'rank': '17', 'lap': '44', 'Time': {'time': '1:42.701'}, 'AverageSpeed': {'units': 'kph', 'speed': '194.299'}}",,Sepang International Circuit,15,46,19,0,18,N,Malaysian Grand Prix,3,2010,+10 Laps
renault,petrov,"{'rank': '14', 'lap': '32', 'Time': {'time': '1:40.693'}, 'AverageSpeed': {'units': 'kph', 'speed': '198.174'}}",,Sepang International Circuit,11,32,12,0,19,R,Malaysian Grand Prix,3,2010,Gearbox
force_india,liuzzi,"{'rank': '16', 'lap': '9', 'Time': {'time': '1:42.594'}, 'AverageSpeed': {'units': 'kph', 'speed': '194.502'}}",,Sepang International Circuit,10,12,15,0,20,R,Malaysian Grand Prix,3,2010,Throttle
mercedes,michael_schumacher,"{'rank': '15', 'lap': '9', 'Time': {'time': '1:42.084'}, 'AverageSpeed': {'units': 'kph', 'speed': '195.474'}}",,Sepang International Circuit,8,9,3,0,21,R,Malaysian Grand Prix,3,2010,Wheel
sauber,kobayashi,"{'rank': '19', 'lap': '6', 'Time': {'time': '1:43.340'}, 'AverageSpeed': {'units': 'kph', 'speed': '193.098'}}",,Sepang International Circuit,9,8,23,0,22,R,Malaysian Grand Prix,3,2010,Engine
virgin,glock,"{'rank': '23', 'lap': '2', 'Time': {'time': '1:46.388'}, 'AverageSpeed': {'units': 'kph', 'speed': '187.566'}}",,Sepang International Circuit,16,2,24,0,23,R,Malaysian Grand Prix,3,2010,Spun off
sauber,rosa,,,Sepang International Circuit,12,0,22,0,24,W,Malaysian Grand Prix,3,2010,Engine
mclaren,button,"{'rank': '4', 'lap': '14', 'Time': {'time': '1:42.886'}, 'AverageSpeed': {'units': 'kph', 'speed': '190.731'}}","{'millis': '6402163', 'time': '1:46:42.163'}",Shanghai International Circuit,5,56,1,25,1,1,Chinese Grand Prix,4,2010,Finished
mclaren,hamilton,"{'rank': '1', 'lap': '13', 'Time': {'time': '1:42.061'}, 'AverageSpeed': {'units': 'kph', 'speed': '192.273'}}","{'millis': '6403693', 'time': '+1.530'}",Shanghai International Circuit,6,56,2,18,2,2,Chinese Grand Prix,4,2010,Finished
mercedes,rosberg,"{'rank': '5', 'lap': '14', 'Time': {'time': '1:43.245'}, 'AverageSpeed': {'units': 'kph', 'speed': '190.068'}}","{'millis': '6411647', 'time': '+9.484'}",Shanghai International Circuit,4,56,4,15,3,3,Chinese Grand Prix,4,2010,Finished
ferrari,alonso,"{'rank': '9', 'lap': '14', 'Time': {'time': '1:44.134'}, 'AverageSpeed': {'units': 'kph', 'speed': '188.445'}}","{'millis': '6414032', 'time': '+11.869'}",Shanghai International Circuit,3,56,8,12,4,4,Chinese Grand Prix,4,2010,Finished
renault,kubica,"{'rank': '6', 'lap': '14', 'Time': {'time': '1:43.630'}, 'AverageSpeed': {'units': 'kph', 'speed': '189.362'}}","{'millis': '6424376', 'time': '+22.213'}",Shanghai International Circuit,8,56,11,10,5,5,Chinese Grand Prix,4,2010,Finished
red_bull,vettel,"{'rank': '2', 'lap': '14', 'Time': {'time': '1:42.358'}, 'AverageSpeed': {'units': 'kph', 'speed': '191.715'}}","{'millis': '6435473', 'time': '+33.310'}",Shanghai International Circuit,1,56,5,8,6,6,Chinese Grand Prix,4,2010,Finished
renault,petrov,"{'rank': '8', 'lap': '14', 'Time': {'time': '1:43.801'}, 'AverageSpeed': {'units': 'kph', 'speed': '189.050'}}","{'millis': '6449763', 'time': '+47.600'}",Shanghai International Circuit,14,56,12,6,7,7,Chinese Grand Prix,4,2010,Finished
red_bull,webber,"{'rank': '3', 'lap': '14', 'Time': {'time': '1:42.609'}, 'AverageSpeed': {'units': 'kph', 'speed': '191.246'}}","{'millis': '6454335', 'time': '+52.172'}",Shanghai International Circuit,2,56,6,4,8,8,Chinese Grand Prix,4,2010,Finished
ferrari,massa,"{'rank': '13', 'lap': '14', 'Time': {'time': '1:44.594'}, 'AverageSpeed': {'units': 'kph', 'speed': '187.616'}}","{'millis': '6459959', 'time': '+57.796'}",Shanghai International Circuit,7,56,7,2,9,9,Chinese Grand Prix,4,2010,Finished
mercedes,michael_schumacher,"{'rank': '10', 'lap': '14', 'Time': {'time': '1:44.298'}, 'AverageSpeed': {'units': 'kph', 'speed': '188.149'}}","{'millis': '6463912', 'time': '+1:01.749'}",Shanghai International Circuit,9,56,3,1,10,10,Chinese Grand Prix,4,2010,Finished
force_india,sutil,"{'rank': '11', 'lap': '14', 'Time': {'time': '1:44.364'}, 'AverageSpeed': {'units': 'kph', 'speed': '188.030'}}","{'millis': '6465037', 'time': '+1:02.874'}",Shanghai International Circuit,10,56,14,0,11,11,Chinese Grand Prix,4,2010,Finished
williams,barrichello,"{'rank': '14', 'lap': '17', 'Time': {'time': '1:45.559'}, 'AverageSpeed': {'units': 'kph', 'speed': '185.901'}}","{'millis': '6465828', 'time': '+1:03.665'}",Shanghai International Circuit,11,56,9,0,12,12,Chinese Grand Prix,4,2010,Finished
toro_rosso,alguersuari,"{'rank': '7', 'lap': '14', 'Time': {'time': '1:43.755'}, 'AverageSpeed': {'units': 'kph', 'speed': '189.134'}}","{'millis': '6473579', 'time': '+1:11.416'}",Shanghai International Circuit,12,56,17,0,13,13,Chinese Grand Prix,4,2010,Finished
lotus_racing,kovalainen,"{'rank': '15', 'lap': '14', 'Time': {'time': '1:47.141'}, 'AverageSpeed': {'units': 'kph', 'speed': '183.156'}}",,Shanghai International Circuit,21,55,19,0,14,14,Chinese Grand Prix,4,2010,+1 Lap
williams,hulkenberg,"{'rank': '12', 'lap': '13', 'Time': {'time': '1:44.549'}, 'AverageSpeed': {'units': 'kph', 'speed': '187.697'}}",,Shanghai International Circuit,16,55,10,0,15,15,Chinese Grand Prix,4,2010,+1 Lap
hrt,bruno_senna,"{'rank': '17', 'lap': '16', 'Time': {'time': '1:48.216'}, 'AverageSpeed': {'units': 'kph', 'speed': '181.337'}}",,Shanghai International Circuit,23,54,21,0,16,16,Chinese Grand Prix,4,2010,+2 Laps
hrt,chandhok,"{'rank': '18', 'lap': '15', 'Time': {'time': '1:48.788'}, 'AverageSpeed': {'units': 'kph', 'speed': '180.383'}}",,Shanghai International Circuit,24,52,20,0,17,17,Chinese Grand Prix,4,2010,+4 Laps
lotus_racing,trulli,"{'rank': '19', 'lap': '14', 'Time': {'time': '1:49.675'}, 'AverageSpeed': {'units': 'kph', 'speed': '178.925'}}",,Shanghai International Circuit,20,26,18,0,18,R,Chinese Grand Prix,4,2010,Hydraulics
virgin,grassi,"{'rank': '20', 'lap': '7', 'Time': {'time': '1:53.185'}, 'AverageSpeed': {'units': 'kph', 'speed': '173.376'}}",,Shanghai International Circuit,22,8,25,0,19,R,Chinese Grand Prix,4,2010,Clutch
sauber,rosa,"{'rank': '16', 'lap': '6', 'Time': {'time': '1:47.739'}, 'AverageSpeed': {'units': 'kph', 'speed': '182.140'}}",,Shanghai International Circuit,17,7,22,0,20,R,Chinese Grand Prix,4,2010,Technical
toro_rosso,buemi,,,Shanghai International Circuit,13,0,16,0,21,R,Chinese Grand Prix,4,2010,Accident
sauber,kobayashi,,,Shanghai International Circuit,15,0,23,0,22,R,Chinese Grand Prix,4,2010,Accident
force_india,liuzzi,,,Shanghai International Circuit,18,0,15,0,23,R,Chinese Grand Prix,4,2010,Accident
virgin,glock,,,Shanghai International Circuit,19,0,24,0,24,W,Chinese Grand Prix,4,2010,Engine
red_bull,webber,"{'rank': '2', 'lap': '62', 'Time': {'time': '1:24.828'}, 'AverageSpeed': {'units': 'kph', 'speed': '197.552'}}","{'millis': '5744101', 'time': '1:35:44.101'}",Circuit de Barcelona-Catalunya,1,66,6,25,1,1,Spanish Grand Prix,5,2010,Finished
ferrari,alonso,"{'rank': '3', 'lap': '57', 'Time': {'time': '1:24.846'}, 'AverageSpeed': {'units': 'kph', 'speed': '197.510'}}","{'millis': '5768166', 'time': '+24.065'}",Circuit de Barcelona-Catalunya,4,66,8,18,2,2,Spanish Grand Prix,5,2010,Finished
red_bull,vettel,"{'rank': '5', 'lap': '56', 'Time': {'time': '1:25.176'}, 'AverageSpeed': {'units': 'kph', 'speed': '196.745'}}","{'millis': '5795439', 'time': '+51.338'}",Circuit de Barcelona-Catalunya,2,66,5,15,3,3,Spanish Grand Prix,5,2010,Finished
mercedes,michael_schumacher,"{'rank': '10', 'lap': '64', 'Time': {'time': '1:25.529'}, 'AverageSpeed': {'units': 'kph', 'speed': '195.933'}}","{'millis': '5806296', 'time': '+1:02.195'}",Circuit de Barcelona-Catalunya,6,66,3,12,4,4,Spanish Grand Prix,5,2010,Finished
mclaren,button,"{'rank': '4', 'lap': '64', 'Time': {'time': '1:25.166'}, 'AverageSpeed': {'units': 'kph', 'speed': '196.768'}}","{'millis': '5807829', 'time': '+1:03.728'}",Circuit de Barcelona-Catalunya,5,66,1,10,5,5,Spanish Grand Prix,5,2010,Finished
ferrari,massa,"{'rank': '9', 'lap': '64', 'Time': {'time': '1:25.497'}, 'AverageSpeed': {'units': 'kph', 'speed': '196.006'}}","{'millis': '5809868', 'time': '+1:05.767'}",Circuit de Barcelona-Catalunya,9,66,7,8,6,6,Spanish Grand Prix,5,2010,Finished
